Year,Country,ISO,Disaster Type,Disaster Subtype,Location,Total Deaths,No. Injured,No. Homeless,Total Affected
2008,India,IND,Flood,Flash flood,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",1063.0,,7900000.0,7900000.0
2008,India,IND,Flood,Riverine flood,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,,50000.0,50000.0
2008,India,IND,Flood,Riverine flood,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",74.0,,,
2008,India,IND,Flood,Riverine flood,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",173.0,,,2400000.0
2008,India,IND,Flood,Riverine flood,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",47.0,,2600000.0,2600000.0
2008,India,IND,Flood,Flash flood,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",54.0,,803740.0,803740.0
2008,India,IND,Flood,Riverine flood,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",142.0,,225000.0,225000.0
2009,India,IND,Flood,Flash flood,Delhi province,11.0,,,
2009,India,IND,Flood,Riverine flood,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",992.0,,1886000.0,1886000.0
2009,India,IND,Flood,Riverine flood,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",355.0,,4100000.0,4100000.0
2009,India,IND,Flood,Riverine flood,Jainta Hills district (Meghalaya province),20.0,,,
2009,India,IND,Flood,Riverine flood,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",70.0,8.0,,8.0
2009,India,IND,Flood,Riverine flood,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",52.0,,,
2010,India,IND,Flood,Riverine flood,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",53.0,,,400000.0
2010,India,IND,Flood,Riverine flood,Andhra Pradesh province,27.0,,50000.0,50000.0
2010,India,IND,Flood,Riverine flood,Delhi province,11.0,,,
2010,India,IND,Flood,Flash flood,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",196.0,225.0,12500.0,12725.0
2010,India,IND,Flood,Riverine flood,Lakhimpur district (Assam province),,,30000.0,30000.0
2010,India,IND,Flood,Riverine flood,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",200.0,,3267183.0,3267183.0
2010,India,IND,Flood,Riverine flood,"Punjab, Haryana, Uttar Pradesh provinces",,,12500.0,12500.0
2010,India,IND,Flood,Riverine flood,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",203.0,,,
2011,India,IND,Flood,Riverine flood,West Bengal province,47.0,,700000.0,700000.0
2011,India,IND,Flood,Riverine flood,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",239.0,,3443989.0,3443989.0
2011,India,IND,Flood,Riverine flood,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",7.0,,11000.0,11000.0
2011,India,IND,Flood,Riverine flood,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",204.0,,5549080.0,5549080.0
2011,India,IND,Flood,Riverine flood,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province",19.0,,200000.0,200000.0
2011,India,IND,Flood,Riverine flood,Orissa province,42.0,,2100000.0,2100000.0
2011,India,IND,Flood,Riverine flood,"Uttar Pradesh, Uttarakhand province",50.0,,,
2012,India,IND,Flood,Riverine flood,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",120.0,,2200000.0,2200000.0
2012,India,IND,Flood,Riverine flood,"Jaipur, Dhaulpur, Dausa, Tonk, Jhunjhunun, Sikar, Hanumangarh, Bikaner districts (Rajasthan province), Anjaw (70044), 70045, 70050, Lower Dibang Valley, Upper Siang (70051) districts (Arunachal Pradesh province)",37.0,,,37500.0
2012,India,IND,Flood,Riverine flood,"Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",30.0,,1200.0,1200.0
2012,India,IND,Flood,Riverine flood,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",45.0,,200.0,200.0
2012,India,IND,Flood,Riverine flood,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",21.0,,2000000.0,2000000.0
2012,India,IND,Flood,Riverine flood,Himachel Pradesh province,26.0,,9460.0,9460.0
2013,India,IND,Flood,Riverine flood,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",6054.0,4473.0,500000.0,504473.0
2013,India,IND,Flood,Riverine flood,"Sultanpur, Sitapur, Rae Bareli, Bara Banki, Faizabad, Gorakhpur, Basti, Kushinagar, Bahraich, Gonda, Shravasti districts (Uttar Pradesh province)",174.0,,500000.0,500000.0
2013,India,IND,Flood,Flood (General),"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",80.0,,2000000.0,2000000.0
2013,India,IND,Flood,Riverine flood,"Bhopal, Hoshangabad, Seoni, Narsinghpur, Jabalpur districts (Madhya Pradesh province), Uttar Pradesh, Assam provinces",73.0,,40000.0,40000.0
2013,India,IND,Flood,Riverine flood,"Orissa, Andhra Pradesh, West Bengal provinces",72.0,,375000.0,375000.0
2014,India,IND,Flood,Riverine flood,Assam province,27.0,,18500.0,18500.0
2014,India,IND,Flood,Riverine flood,"Uttarakhand, Himachal Pradesh provinces",26.0,,,
2014,India,IND,Flood,Riverine flood,Orissa province,35.0,,179000.0,179000.0
2014,India,IND,Flood,Riverine flood,Jammu and Kashmir provinces,298.0,,275000.0,275000.0
2014,India,IND,Flood,Riverine flood,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",95.0,,,650000.0
2014,India,IND,Flood,Riverine flood,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces",94.0,,500000.0,500000.0
2014,India,IND,Flood,Riverine flood,Odisha province,47.0,,3600000.0,3600000.0
2015,India,IND,Flood,Flash flood,"Chadoora village (72811 district, Jammu and Kashmir province)",44.0,25.0,,2122.0
2015,India,IND,Flood,Flash flood,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",8.0,,200.0,200.0
2015,India,IND,Flood,Riverine flood,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",81.0,,9000.0,9000.0
2015,India,IND,Flood,Riverine flood,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province),",40.0,,,1000.0
2015,India,IND,Flood,Riverine flood,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces",293.0,,13709887.0,13709887.0
2015,India,IND,Flood,Riverine flood,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",25.0,,,
2015,India,IND,Flood,Flood (General),Assam province,5.0,,18000.0,18000.0
2015,India,IND,Flood,Flood (General),"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province) ",18.0,,736000.0,787000.0
2015,India,IND,Flood,Flood (General),"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province ",,,85250.0,85250.0
2015,India,IND,Flood,Flood (General),"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",325.0,1000.0,1800000.0,1801000.0
2016,India,IND,Flood,Flood (General),"Arunachal Pradesh, Assam, Nagaland provinces",18.0,,100000.0,100000.0
2016,India,IND,Flood,Flash flood,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",61.0,,,
2016,India,IND,Flood,Flash flood,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",50.0,,,2000000.0
2016,India,IND,Flood,Flood (General),"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",254.0,,1600000.0,1600000.0
2016,India,IND,Flood,Flood (General),"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",184.0,,100000.0,100000.0
2016,India,IND,Flood,Flood (General),"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",37.0,,3000.0,3000.0
2016,India,IND,Flood,Flood (General),"Andhra Pradesh province, Telangana",28.0,,3000.0,3000.0
2016,India,IND,Flood,Flood (General),"Jorhat, Golaghat (Assam State)",34.0,,,
2017,India,IND,Flood,Flood (General),"Lakhimpur, Karimganj, Darrang districts (Assam), Nagaland, Manipur, Jharkhand",6.0,,100000.0,100000.0
2017,India,IND,Flood,Flood (General),Gujarat,31.0,,,
2017,India,IND,Flood,Riverine flood,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",75.0,,1735000.0,1735000.0
2017,India,IND,Flood,Flood (General),"Imphal West, Imphal East, Thoubal, Bishnupur (Manipur)",,,12831.0,12831.0
2017,India,IND,Flood,Flood (General),"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",284.0,,520000.0,520000.0
2017,India,IND,Flood,Flood (General),"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",514.0,,17200000.0,17200000.0
2017,India,IND,Flood,Flash flood,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",14.0,12.0,,12.0
2017,India,IND,Flood,Flash flood,Chenai (Tamil Nadu),21.0,,4000.0,4000.0
2017,India,IND,Flood,Flood (General),"Uttar Pradesh (Siddharthnagar, Balarampur, Bahraich, Shravasti, Maharajganj, Barabanki, Lakhimpur Kheri, Gorakhpur, Muzaffarnagar, Gonda, Basti, Mirzapur, Khiri, Deoria, Sitapur, Bijnore, Faizabad, Pilibhit, Farrukhabad, Mau, Kushinagar, Badaun, Ambedkar nagar, Azamgarh, Santkabir Nagar, Ghazipur, Balia)",101.0,,2700000.0,2700000.0
2018,India,IND,Flood,Flood (General),"Assam, Maharashtra, Gujarat",52.0,,,
2018,India,IND,Flood,Flash flood,Tripura state,15.0,24.0,11704.0,11728.0
2018,India,IND,Flood,Flood (General),Dakshina Kannada and Udupi districts,12.0,,4945.0,4945.0
2018,India,IND,Flood,Flood (General),"Uttar Pradesh, Rajasthan",33.0,45.0,1500.0,1545.0
2018,India,IND,Flood,Flood (General),Odisha state,20.0,,41430.0,41430.0
2018,India,IND,Flood,Flash flood,"Thrissur, Chengannur (Kerala state); West Bengal, Odisha, Assam, Nagaland, Uttar Pradesh, Himachal Pradesh, Maharashtra states",504.0,,23000000.0,23220000.0
2018,India,IND,Flood,Flood (General),"Biswanath, Udalguri, Golaghat, Sivassagar/Charaideo, Barpeta, Lakhimpu, Dhemaji, Darrang (Assam, West Bengal)",3.0,,25000.0,25000.0
2018,India,IND,Flood,Flood (General),Uttar Pradesh,46.0,,,3050.0
2018,India,IND,Flood,Flood (General),"Punjab, Haryana states",25.0,,,
2019,India,IND,Flood,Flood (General),"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",52.0,60.0,,60.0
2019,India,IND,Flood,Flood (General),"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",1900.0,,3000000.0,3000000.0
2019,India,IND,Flood,Flood (General),"West Bengal, Kerala, Odisha, Maharashtra",32.0,,17500.0,17500.0
2019,India,IND,Flood,Flood (General),"Belagavi, Gadag, Koppal districts (Karnataka); Kerala, Tamil Nadu states",12.0,,27500.0,27500.0
2019,India,IND,Flood,Flood (General),"Coimbatore, Cuddalore, Nagapattinam, Thoothukkudi Districts (Tamil Nadu); Pudducherry",27.0,,25000.0,25000.0
2020,India,IND,Flood,Flood (General),Uttar Pradesh State,29.0,,,
2020,India,IND,Flood,Flood (General),"Lakhimpur, Sontipur, Darrang, Goalpara (Assam state); Sikkim state",1.0,2.0,30000.0,30002.0
2020,India,IND,Flood,Flood (General),Jammu region,,,5000.0,5000.0
2020,India,IND,Flood,Flood (General),"Assam, Bihar, Gujarat, Chhattisgarh, Kerala, Karnataka, Madhya Pradesh, Odisha, Uttar Pradesh, West Bengal, Arunachal Pradesh, Maharashtraa.",1922.0,,1300000.0,1300000.0
2020,India,IND,Flood,Flood (General),"Hyderabad, Telangana, Andhra Pradesh, Karnataka, South Odisha states ",152.0,,150000.0,150000.0
2001,India,IND,Earthquake,Ground movement,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",20005.0,166812.0,4365000.0,6321812.0
2002,India,IND,Earthquake,Ground movement,Andaman Islands district (Andaman and Nicobar province),2.0,,,200.0
2004,India,IND,Earthquake,Tsunami,"Kancheepuram, Villupuram, Nagapattinam, Thoothukudi, Tirunelveli Kattabo, Kanniyakumari, Chennai, Thiruvallur, Cuddalore, Pudukkottai, Ramanathapuram, Sivaganga, Thanjavur districts (Tamil Nadu province), Vishakhapatnam, East Godavari, West Godavari, Krishna, Guntur, Prakasam, Nellore districts (Andhra Pradesh province), Kollam, Alappuzha, Ernakulam districts (Kerala province), Puducherry, Karaikal district (Puducherry province), Andaman and Nicobar province",16389.0,6913.0,647599.0,654512.0
2005,India,IND,Earthquake,Ground movement,Administrative unit not available districts (Jammu and Kashmir province),1309.0,6622.0,,156622.0
2011,India,IND,Earthquake,Ground movement,"Sikkim, West Bengal, Bihar, Assam, Meghalaya provinces",112.0,200.0,500000.0,575200.0
2013,India,IND,Earthquake,Ground movement,Administrive unit not available district (Jammu and Kashmir province),3.0,70.0,59280.0,59350.0
2015,India,IND,Earthquake,Ground movement,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",78.0,560.0,,560.0
2015,India,IND,Earthquake,Ground movement,Bihar province,20.0,,,
2015,India,IND,Earthquake,Ground movement,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",,10.0,,10.0
2016,India,IND,Earthquake,Ground movement,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",8.0,308.0,10500.0,10808.0
2000,India,IND,Drought,Drought,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",20.0,,50000000.0,50000000.0
2002,India,IND,Drought,Drought,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Punjab, Haryana, Delhi, Karnataka, Kerala, Nagaland, Orissa, Chhattisgarh, Himachal Pradesh, Gujarat, Maharashtra, Andhra Pradesh, Tamil Nadu provinces",,,300000000.0,300000000.0
2009,India,IND,Drought,Drought,"Bongaigaon, Cachar, Dhuburi, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Sibsagar, Barpeta, Darrang, Dhemaji, Dibrugarh, Karimganj, Nalbari, North Cachar Hills, Sonitpur, Tinsukia districts (Assam province), Bilaspur, Chamba, Hamirpur, Kangra, Kinnaur, Kullu, Lahaul and Spiti, Mandi, Shimla, Sirmaur, Solan, Una districts (Himachal Pradesh province), Chatra, Garhwa, Latehar, Palamu, Dumka, Deoghar, Giridih, Godda, Jamtara, Pakur, Sahibganj, Bokaro, Dhanbad, Purba Singhbhum, Gumla, Hazaribag, Koderma, Lohardaga, Ranchi, Simdega, Saraikela Kharsawan, Pashchim Singhbhum districts (Jharkhand province), Bishnupur, Chandel, Churachandpur, East Imphal, West Imphal, Senapati, Tamenglong, Thoubal, Ukhrul districts (Manipur province), Dimapur, Kohima, Phek, Mokokchung, Mon, Tuensang, Wokha, Zunheboto districts (Nagaland province), Ambedkar Nagar, Ballia, Bareilly, Basti, Deoria, Farrukkhabad, Fatehpur, Ghazipur, Hardoi, Hathras, Jaunpur, Kannauj, Kanpur Dehat, Mainpuri, Mau, Rae Bareli, Sultanpur, Sant Kabir Nagar, Unnao, Agra, Shahjahanpur, Faizabad, Meerut, Mahoba, Aligarh, Jyotiba Phule Nagar, Balrampur, Etah, Rampur, Ghaziabad, Gautam Buddha Nagar, Banda, Mathura, Allahabad, Auraiya, Jalaun, Varanasi, Chandauli, Moradabad, Azamgarh, Siddharth Nagar, Badaun, Sitapur, Firozabad, Saharanpur, Chitrakoot, Etawah, Bulandshahr, Kaushambi, Pilibhit, Muzaffarnagar, Kushinagar, Jhansi, Lucknow, Bijnor, Mirzapur districts (Uttar Pradesh province), Patna, Nalanda, Gaya, Buxar, Bhojpur, Rohtas, Bhabua, Siwan, Nawada, Munger, Aurangabad, Sheikhpura, Lakhisarai, Jamui, Bhagalpur, Banka, Saran, Jehanabad, Muzaffarpur, Sitamarhi, Begusarai, Madhepura, Kishanganj, Katihar, Vaishali districts (Bihar province), Bangalore Urban, Bangalore Rural, Kolar, Tumkur, Chitradurga, Davanagere, Chamrajnagar, Mysore, Mandya, Bellary, Koppal, Raichur, Gulbarga, Bidar, Belgaum, Bagalkot, Bijapur, Gadag districts (Karnataka province), Nanded, Latur, Aurangabad, Jalna, Bid, Parbhani, Osmanabad, Hingoli, Chandrapur, Yavatmal, Wardha, Thane, Raigarh, Nandurbar, Jalgaon, Amravati, Buldana, Washim, Garhchiroli, Pune, Satara, Sangli, Solapur, Kolhapur, Nashik, Dhule, Ahmednagar, Akola districts (Maharasthra province), Rewa, Satna, Sidhi, Shahdol, Anuppur, Umaria, Dindori, Jabalpur, Katni, Balaghat, Narsinghpur, Mandla, Sagar, Panna, Tikamgarh, Chhatarpur, Raisen, Vidisha, Damoh, Sehore, Gwalior, Guna, Ashoknagar, Shivpuri, Datia, Bhind, Morena, Sheopur, Shajapur, Dewas, Ratlam, East Nimar, Burhanpur, Barwani, Jhabua districts (Madhya Pradesh province), Ajmer, Alwar, Banswara, Barmer, Bhilwara, Bikaner, Bundi, Chittaurgarh, Churu, Dausa, Dungarpur, Ganganagar, Hanumangarh, Jaipur, Jaisalmer, Jalor, Jhunjhunu, Jodhpur, Nagaur, Pali, Rajsamand, Sawai Madhopur, Sikar, Sirohi, Tonk, Udaipur districts (Rajasthan province)",,,,
2015,India,IND,Drought,Drought,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland; Maharashtra, Bihar, Madhya Pradesh, Chhattisgarh, Telangana, Jharkand, Odisha states",,,330000000.0,330000000.0
2018,India,IND,Drought,Drought,"Karnataka, Maharashtra states",,,8200000.0,8200000.0
